"eISBN13","Print ISBN13","Title","Subtitle","Publisher","Imprint","Publication Date","On Sale Date / Embargo Date","Series Name","Series Number","Edition Number","Edition Description","BISAC Code","BIC Code","LC Classification","Dewey Decimal Code","Language","Page Count","Content Description","Copyright date","Contributor 1","Contributor Role 1","Contributor 2","Contributor Role 2","Contributor 3","Contributor Role 3","Exclusive Rights Countries","Non-Exclusive Rights Countries","Exclusive Rights Regions","Non-Exclusive Rights Regions","Not For Sale Countries","Not For Sale Regions","Price","Currency Code","Business Model","Price Type Code","Price Type Description","Discount Amount","Discount Percentage","Price Effective From","Price Effective Until","Discount Code Type Code 1","Discount Code Type Name 1","Discount Code Value 1","Discount Code Type Code 2","Discount Code Type Name 2","Discount Code Value 2","Discount Code Type Code 3","Discount Code Type Name 3","Discount Code Value 3","Countries Included","Countries Excluded","Regions Included","Regions Excluded","Asset Type"
"9781479438143","","The Hate Trail: A Walt Slade Western","","Wildside Press LLC","Wildside Press","20180329","20180329","","","","Digital original","FIC033000","FJW","","","eng","126","They called Amarillo “the Cowboy Capital"" --  but “Corpse-and-Cartridge City"" would have been a better name after Veck Sosna and his Comancheros rode In! 
<P>
Walt Slade, undercover ace of the Texas Rangers, tried every dodge he knew to trap Sosna, but the tricky, vicious outlaw was always one step ahead of him...until the bullet-filled night when Ranger and bandit chief met face to face at the end of The Hate Trail!","20180101","Scott, Bradford","Author","","","","","","","WORLD","","","","25.00","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479438082","","Five O'Clock Shroud: Manville Moon #6","","Wildside Press LLC","Wildside Press","20180318","20180318","Manville Moon","6","","Digital original","FIC022000","FFC","","","eng","50","One-legged detective Manville ""Manny"" Moon returns for the sixth classic case!
<P>
""Manville 'Manny' Moon is one of the great unknown series eyes that somehow slipped through the cracks. He's tough, honest and handy with the wisecracks, but he's a whole lot more. He's pulp, through and through, but he also displays a compassionate side that neatly echoes or anticipates Lew Archer, Dan Fortune et al."" -- thrillingdetective.com","20180101","Deming, Richard","Author","","","","","","","WORLD","","","","7.79","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781667630465","","Most Secret","","Wildside Press LLC","Wildside Press","20231116","20231116","","","","Digital original","FIC014090","FJMS","","","eng","462","Most Secret is a novel by Nevil Shute, written in 1942 but censored until 1945, when it was published by Pan Books. It is narrated by a commander in the Royal Navy, and tells the story of four officers who launch a daring mission at the time when Britain stood alone against Germany after the fall of France. Genevieve is a converted French fishing vessel, manned by four British officers and a small crew of Free French ex-fishermen, armed only with a flame thrower and small arms. Their task is as much psychological as military: to show the Germans that they will one day be beaten back.","20230101","Shute, Nevil","Author","","","","","AE AF AO AW AZ BB BH BI BJ BM BN BO BS BT BW BY BZ CA CD CF CG CM CN CU CV DJ DZ ET FJ FM GA GD GN GW GY HK HT IN IQ IR JO KE KG KH KI KM KN KP KR KW KY KZ LA LB LC LY MA MC MH ML MM MN MO MR MU MV MW MY NA NE NP NR NZ PA PG PH PK PW QA RW SA SB SC SD SL SR SX SY TG TH TJ TL TM TN TO TT TV TW TZ UG UZ VE VU YE ZA ZM ZW","","","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479448722","","Somebody Knew Her","","Wildside Press LLC","Wildside Press","20190124","20190124","","","","Digital original","FIC022000","FFC","","","eng","9","Carmoody looked down again at the slack and awkwardly positioned nude body of the young girl lying on the kitchen floor of No. 5, Gulf-ways Motel. Nice figure, dusty black hair in sharp contrast against the white tile floor, dark blue eyes that were half-lidded and glaring in the lamplight. Her throat was cut.
<P>
A noir mystery classic originally published in 1956!","20190101","Brewer, Gil","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781667630786","","Quinquepedalian","","Wildside Press LLC","Alien eBooks","20231218","20231218","","","","Digital original","FIC028000","FLC","","","eng","21","When a survey team stumbles upon enormous hoofprints on an uncharted planet, they're driven by curiosity to uncover the creature behind them. But Charles Tinnerman soon realizes the footprints belong to a beast beyond imagination: a towering monster with five mighty feet. When tragedy strikes, Tinnerman must make a choice -- condemn the quinquepedalian to destruction, or forge an improbable bond across the species barrier. To survive, he'll have to match wits against a creature whose intelligence may eclipse his own.","20230101","Anthony, Piers","Author","","","","","AD AE AF AG AI AL AM AN AO AQ AR AS AT AU AW AX AZ BA BB BD BE BF BG BH BI BJ BL BM BN BO BQ BR BS BT BV BW BY BZ CA CC CD CF CG CH CI CK CL CM CN CO CR CU CV CW CX CY CZ DE DJ DK DM DO DZ EC EE EG EH ER ET FI FJ FK FM FO FR GA GB GD GE GF GG GH GI GL GM GN GP GQ GR GS GT GU GW GY HK HM HN HR HT HU ID IE IL IM IN IO IQ IR IS IT JE JM JO JP KE KG KH KI KM KN KP KR KW KY KZ LA LB LC LI LK LR LS LT LU LV LY MA MC MD ME MF MG MH MK ML MM MN MO MP MQ MR MS MT MU MV MW MX MY MZ NA NC NE NF NG NI NL NO NP NR NU NZ OM PA PE PF PG PH PK PL PM PN PR PS PT PW PY QA RE RO RS RU RW SA SB SC SD SE SG SH SI SJ SK SL SM SN SO SR SS ST SV SX SY SZ TC TD TF TG TH TJ TK TL TM TN TO TR TT TV TW TZ UA UG UM US UY UZ VA VC VE VG VI VN VU WF WS YE YT ZA ZM ZW","","","","","","0.99","CAD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479408153","","The Second Detective MEGAPACK®","","Wildside Press LLC","Wildside Press","20160123","20160123","","","","Digital original","FIC022000 FIC022100","FFC","","","eng","488","Welcome to our second volume of Detective stories! This is a grab-bag volume with contributions by many top mystery authors from the mid 20th Century pulp and digest magazines. There’s something to appeal to every taste, from noir to crime to even holiday capers and a Christmas tale by Johnson McCulley (creator of Zorro). Included are:<P>
DEAD MEN DON'T MOVE, by Thomas Thursday<BR>
ALIBI--WITH SOUND, by Robert Wallace <BR>
HOW? WHEN? WHO?, by Fletcher Flora<BR>
HELL'S SIPHON, by George Harmon Coxe<BR>
CONFLICT OF INTEREST, by James Holding<BR>
THE CAMPAIGN GRIFTER, by Arthur B. Reeve<BR>
THE PILLS OF LETHE, by Rufus King<BR>
CREPE FOR SUZETTE, by C. S. Montanye<BR>
THE BIG JOB, by Thomas B. Dewey<BR>
A BURNING CLUE, by E. Hoffmann Price<BR>
A LESSON IN RECIPROCITY, by Fletcher Flora<BR>
GUN-BLAST MEMORY, by Charles Marquis Warren<BR>
A LITTLE CLOUD...LIKE A MAN’S HAND, by Rufus King<BR>
THE SHANGHAI JESTER, by Robert Leslie Bellem<BR>
THE CONTAGIOUS KILLER, by Bryce Walton<BR>
CRIME'S CLIENT, by Guy Fleming<BR>
HIDE AWAY, by H.A. DeRosso<BR>
HELL IN A BASKET, by James Holding<BR>
DEATH FLIGHT, by Robert Wallace<BR>
THE PHANTOM AVENGER, by David M. Norman<BR>
THE KISS AND KILL MURDERS, by Stewart Sterling<BR>
THE NAMELESS MAN, by by Rodrigues Ottolengui<BR>
SANTA THUMBS A RIDE, by Johnston McCulley<BR>
GOOD NIGHT, DREAM BANDIT, by Emil Petaja <BR>
THE EBONY CAT, by Rex Whitechurch<P>
If you enjoy this volume of classic stories, don't forget to search your favorite ebook store for ""Wildside Press Megapack"" to see the 270+ other entries in this series, including science fiction, fantasy, mysteries, adventure, horror, westerns -- and much, much more!","20160101","King, Rufus","Author","Flora, Fletcher","Author","Walton, Bryce","Author","","","WORLD","","","","5.99","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479422494","","The Second Kothar the Barbarian MEGAPACK®: 2 Sword and Sorcery Novels","","Wildside Press LLC","Wildside Press","20160614","20160614","","","","Digital original","FIC028000 FIC009000","FLC FM","","","eng","152","Gardner F. Fox (1911-1986) enjoyed a long and successful career writing in many genres. He wrote adventure novels, spy novels, romances, historical novels, fantasy and science fiction, comic books (more than 4,000 of them!) -- everything imaginable, in fact, and with a skill and surety that won him a legion of fans and readers worldwide.<P>
In the 1960s, at the peak of the sword and sorcery craze, when Robert E. Howard's Conan the Barbarian (and many similar creations) reached the pinnacle of their success, Gardner Fox created his first sword & sorcery hero: Kothar the Barbarian. Kothar's adventures spanned 5 volumes. Included in this volume are the final two books:<P>
Kothar and the Conjurer’s Curse<BR>
Kothar and the Wizard Slayer<P>
If you enjoy this ebook, don't forget to search your favorite ebook store for ""Wildside Press Megapack"" to see more of the 300+ volumes in this series, covering adventure, historical fiction, mysteries, westerns, ghost stories, science fiction -- and much, much more!","20160101","Fox, Gardner F.","Author","","","","","","","WORLD","","","","5.99","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479428373","","The Mystery of the Night Explorers","","Wildside Press LLC","Wildside Press","20171002","20171002","","","","Digital original","JUV028000","YFCF","","","eng","118","City kid Randy is introduced to the wonders of nature by his country cousin, Jimmy, and eventually begins to love life in the country. The two boys build Hidden Lookout, a treehouse, and begin keeping watch on night animals. During the day, they follow clues to try to discover a long-hidden treasure.
<P>
""A quietly pleasant summer story set around the routine treasure hunt provides as well the unusual habits of common country 'critters.'"" -- Kirkus","19630101","Adrian, Mary","Author","","","","","","","WORLD","","","","15.99","DKK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479458257","","Five on a Hike Together","Famous Five #10","Wildside Press LLC","Wildside Press","20210415","20210415","","","","Digital original","JUV028000","YFCF","","","eng","143","A half-term holiday reunites Julian, Dick, Anne, George and of course Timmy, giving them time for a hiking tour. Hoping to make sleeping arrangements at farmhouses and inns, the children set off, only to have their plans interrupted by Timmy, who foolishly chases a rabbit and injures himself. George insists on him being seen by a Vet, and the children split up, only to be plunged into a new thrilling adventure.","19510101","Blyton Enid","Author","","","","","AE AF AO AW AZ BB BD BH BI BJ BM BN BO BS BT BW BY BZ CA CD CF CG CM CN CO CU CV CY DJ DM DZ ET FM GA GD GM GN GQ GW HK HT ID IN IQ IR JM JO JP KG KH KI KM KN KP KR KW KZ LA LB LC LK LS LY MA MD MH ML MM MN MO MU MV MW MY NA NE NP NR OM RW SC SD SN SR SV SY SZ TD TG TH TJ TL TM TN TO TT TV TW TZ UG UZ VE VN ZA ZM ZW","","","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479418770","","Diplomatic Corpse","","Wildside Press LLC","Wildside Press","20180725","20180725","","","","Digital original","FIC022000","FFC","","","eng","180","""Buff"" Orpington arrived in picturesque Quanomet to find the little Cape Cod town in ferment. A stupendous pageant of American history was being staged, and the inhabitants of Quanomet had time and thought for nothing else. But all was not as it should be in the small community. There had been more curious incidents than could be attributed to the usual petty jealousies and maneuverings for the best parts and positions. Quanomet was, in fact, in its modest way about to make history, and Buff finds himself taking an uncomfortably prominent role when he discovers a newly made corpse in the cemetery. After too long an absence, Asey Mayo, the salty Cape Cod Sherlock, returns in fine form to solve the baffling murder in his own inimitable way.","20180101","Taylor, Phoebe Atwood","Author","","","","","","","WORLD","","","","25.00","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479406890","","The Invisible Men: The Jon Kirk of Ares Chronicles, Book 2","","Wildside Press LLC","Wildside Press","20150808","20150808","","","","Digital original","FIC009000 FIC028000","FLC","","","eng","142","John Kirk of Ares -- a hero very much in the tradition of Edgar Rice Burroughs' interplanetary romances -- returns in the second book in the series!
<P>
PRAISE FOR BOOK 1: ""It’s been nearly a century since Edgar Rice Burroughs first enchanted readers with his tales of John Carter and Dejah Thoris on the planet Barsoom. Since then, generations of writers have tried to recapture Burroughs' magic: from Otis Adelbert Kline and Robert E. Howard to Leigh Brackett, Lin Carter, Andre Norton and a hundred more. Gary Lovisi adds his name to the list with The Winged Men, a marvelous romp that updates ERB’s Confederate vet to Jon Kirk, an American apparently killed in Vietnam only to find himself miraculously transported to the planet Ares. Jon Kirk's adventures among beautiful women, barbarous men and cannibalistic aliens demonstrates all the heart of a true lover of the interplanetary romance, and will surely delight readers with a yearning to escape the stress of modern civilization and travel to a world of action, intrigue, gallantry and romance."" -- Richard A. Lupoff, Author of ""Barsoom: Edgar Rice Burroughs and the Martian Vision""
<P>
""I very much enjoyed this book. In my view, as intended, it has Burroughs’ vividness, look, sound, sentiment, honesty, directness, sweep, vigor, and appeal, but there is Lovisi in there, too. It is a fresh country in its own right, and certainly one that ERB, and those fond of ERB, like myself, would recognize, find familiar, welcome and relish. I bet ERB would have liked it, too."" -- John Norman, creator of Tarl Cabot and the famous Gor books series.","20150101","Lovisi, Gary","Author","","","","","","","WORLD","","","","7.50","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781667602240","","The Powder Dock Mystery","The Secret of the Indian Cave","Wildside Press LLC","Wildside Press","20230125","20230125","","","","Digital original","FIC022000 FIC022090 FIC022060","FFC","","","eng","217","Clementine Fargar, a 17-year-old Seattle high school student, is forced to leave school for a time following the death of her parents and trouble with her eyes. She goes to to live with her older brother, Dave, on Whidby Island, part of the beautiful, mysterious Puget Sound with its Indian-haunted islands. Even though he's only two years older than her, Dave Farger is the superintendent of a black powder repository. Little did Clem suspect her and her brother's lives would soon be turned upside down when an unknown enemy begins to make trouble. Who is the elusive Man in the Fishmask, and what is he up to?","20230101","Fulton, Reed","Author","","","","","","","WORLD","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479448456","","Getaway","","Wildside Press LLC","Wildside Press","20190113","20190113","","","","Digital original","FIC022000 FIC028000","FFC FLC","","","eng","18","The assistant to the man who built the world's first successful space rocket schemes to claim the invention for himself. A science fiction crime story! Originally published in Amazing Stories, October 1946.","20190101","Geier, Chester S.","Author","","","","","","","WORLD","","","","7.79","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781434446749","","The Third Ghost Story Megapack","26 Classic Ghost Stories","Wildside Press LLC","Wildside Press","20130403","20130403","","","","Digital original","FIC015000","","","","eng","533","The Third Ghost Story Megapack selects 26 more choice hauntings for your reading pleasure. Included this time are:
<P>
THE DEAD AND THE COUNTESS, by Gertrude Atherton<BR>
THE CEDAR CLOSET, by Lafcadio Hearn<BR>
THE WRAITH OF BARNJUM, by F. Anstey<BR>
THE JOLLY CORNER, by Henry James<BR>
THE ROLL-CALL OF THE REEF, by A. T. Quiller-Couch<BR>
THE BOWMEN, by Arthur Machen<BR>
OMAN, By Leopold Kompert<BR>
THE MIDDLE TOE OF THE RIGHT FOOT, by Ambrose Bierce<BR>
THE TOLL-HOUSE, by W.W. Jacobs<BR>
THE HAUNTED COVE, by Sir George Douglas<BR>
THE GHOST OF LORD CLARENCEUX, by Arnold Bennett <BR>
THE HAUNTED AUTOMATON, by W. C. Morrow<BR>
THE GHOSTS AT GRANTLEY, by Leonard Kip<BR>
THE SPECTRE COOK OF BANGLETOP, by John Kendrick Bangs<BR>
THE SUPERSTITIOUS MAN’S STORY, by Thomas Hardy<BR>
THE SPECTRE BRIDEGROOM, by William Hunt<BR>
THE SPECTRE IN THE CART, by Thomas Nelson Page<BR>
THE TALE OF THE PORCELAIN-GOD, by Lafcadio Hearn<BR>
THE BELL IN THE FOG, by Gertrude Atherton<BR>
THE HAUNTING OF WHITE GATES, by G. M. Robins<BR>
THE SHADOW ON THE BLIND, by Mrs. Alfred (Louisa) Baldwin<BR>
NO. 5 BRANCH LINE: THE ENGINEER, by Amelia Ann Blanford Edwards<BR>
THE SHADOW IN THE CORNER, by Mary Elizabeth Braddon<BR>
THE SECRET CHAMBER, by Margaret Oliphant<BR>
THE UPPER BERTH, by F. Marion Crawford<BR>
MR. GRAY'S STRANGE STORY, by Louisa Murray
<P>
And don't forget to search this ebook store for ""Wildside Megapack"" for more entries in this and other series, covering everything from science fiction and fantasy to classic literature and pulp fiction, from mysteries and westerns to children's literature -- and much, much more!","20130101","Atherton, Gertrude","Author","Crawford, F. Marion","Author","Hearn, Lafcadio","Author","","","WORLD","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479439874","","Honolulu Story","","Wildside Press LLC","Wildside Press","20171116","20171116","","","","Digital original","FIC022000","FF","","","eng","262","This new “Col. Primrose Mystery Novel” might have well been called ""The New Mrs. Latham Mystery Novel,"" because Mrs. Latham plays almost as important a part in it as the Colonel. The scene is Hawaii, and practically all of the action takes place in and around a house high up on the mountainside above Honolulu. It is the story of a black-sheep American, whose family had lived in Hawaii for generations, but who went to Japan and, sometime after Pearl Harbor, decided to come back and play traitor to his country.
<P>
Mrs. Latham is present when he makes his first appearance in his family’s house, she is present when his murdered body is discovered -- and disposed of -- and she is deeply involved in the circumstances that lead up to the second murder, that of a beautiful Hawaiian- American girl who is engaged to marry an American aviator. In fact, Mrs. Latham this time is so much involved that Colonel Primrose accuses her of completely spoiling an air-tight case for him and calls her a nitwit. Shortly after that, for the first time in these stories, he proposes to Mrs. Latham. For the answer, reader, you may write your own ticket!
<P>
""HONOLULU STORY will be enthusiastically revived by mystery fans who have learned to expect good entertainment from Leslie Ford's novels. In this book the usual excellent performance is turned in by that fictional threesome, Colonel Primrose, special agent in military intelligence, his aide, the intrepid Sgt. Phineas Buck, and likable Grace Latham, socially prominent Washington widow."" -- The Nebraska State Journal
<P>
""Miss Ford at her best."" -- The Hartford Courant","","Ford, Leslie","Author","Brown, Zenith","Author","","","","","WORLD","","","","79.00","MXN","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479446643","","Emergency Management of the National Economy: Volume IV: Principles of Administration","","Wildside Press LLC","Wildside Press","20191203","20191203","","","","Digital original","SOC040000 POL024000 POL023000","KC KCX","","","eng","88","The Industrial College of the Armed Forces was established to prepare selected officers of the Armed Forces, both Regular and Reserve, and civilian executives for important managerial positions in time of emergency. Instruction is provided in three forms: (1) resident, (2) correspondence, and (3) traveling lecture teams. The base for all three types of instruction is the same.
<p>
Experience attests to the great value of the correspondence course. The subject matter is presented in small volumes for convenience, each volume representing a major division of the subject. They are reorganized and revised from time to time to bring them up to date and to place emphasis as change may dictate upon those phases of the course deemed most important. Considerable background and illustrative materials are included as a basis for broad and comprehensive education in the field of world resources and their use in support of national objectives.
<p>
The texts consist of materials written by members of the faculty of the Industrial College, of selected lectures delivered at the College, and of selections from various publications. The texts in use were prepared mainly by the Correspondence Text Committee of the Education Division of the College. Current revisions of these texts are prepared by the Branches of the Education Division and coordinated by the Committee, which consists of Dr. Benjamin H. Williams, Chairman, Dr. Harold J. Clem, Dr. Louis C. Hunter, Dr. Andrew J. Kress, and Dr. Samuel H. McGuire. Suggestions and recommendations are based on the instructional policy of the Correspondence Study Branch as well as on student reactions to text materials.
<p>
The Industrial College owes a debt of gratitude to a number of lecturers, writers, and publishers who have permitted the use of their materials in this series of texts. Specific acknowledgments are made in each volume for these contributions.","20190101","Industrial College of the Armed Forces","Author","","","","","","","WORLD","","","","1.95","INR","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","Web PDF"
"9781434443977","","The Dashiell Hammett Collection","The Maltese Falcon and 10 More Detective Stories","Wildside Press LLC","Wildside Press","20120328","20120328","Sam Spade","","","Digital original","FIC022000 FIC022010","","","","eng","435","This volume collects the novel ""The Maltese Falcon"" and 10 short stories by Dashiell Hammett: ""Too Many Have Lived,"" ""They Can Only Hang You Once,"" ""A Man Called Spade,"" ""Afraid of a Gun,"" ""The Assistant Murderer,"" ""House Dick,"" ""Night Shade,"" ""The Judge Laughed Last,"" ""His Brother's Keeper,"" and ""The Man Who Killed Dan Odams.""","20120101","Hammett, Dashiell","Author","","","","","AE AF AO AW AZ BB BD BH BI BJ BM BN BO BS BT BW BY BZ CA CD CF CG CM CN CO CU CV CY DJ DM DZ ET FM GA GD GM GN GQ GW HK HT ID IN IQ IR JM JO JP KG KH KI KM KN KP KR KW KZ LA LB LC LK LS LY MA MD MH ML MM MN MO MU MV MW MY NA NE NP NR OM RW SC SD SN SR SV SY SZ TD TG TH TJ TL TM TN TO TT TV TW TZ UG UZ VE VN ZA ZM ZW","","","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","AE AF AO AW AZ BB BD BH BI BJ BM BN BO BS BT BW BY BZ CA CD CF CG CM CN CO CU CV CY DJ DM DZ ET FM GA GD GM GN GQ GW HK HT ID IN IQ IR JM JO JP KG KH KI KM KN KP KR KW KZ LA LB LC LK LS LY MA MD MH ML MM MN MO MU MV MW MY NA NE NP NR OM RW SC SD SN SR SV SY SZ TD TG TH TJ TL TM TN TO TT TV TW TZ UG UZ VE VN ZA ZM ZW","","","","EPUB"
"9781667631448","9781667631448","The Purple Palette of Life","","Wildside Press LLC","Alien eBooks","20240124","20240124","","","","","FIC009000","FFC","","","eng","14","An Italian musician teaching in Boston falls for his alluring yet eccentric American student, but hesitates to reveal his complex past to her. When she discovers he has a secret lover, will she embrace his heritage or reject him for a socially superior New England suitor? This romantic tale set in the early 1900s explores clashing cultures and the true meaning of acceptance.","20240101","Abdullah, Achmed","Author","","","","","","","WORLD","","","","0.99","CAD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479446636","","Emergency Management of the National Economy: Volume III: Public Support , Morale, Security","","Wildside Press LLC","Wildside Press","20191203","20191203","","","","Digital original","SOC040000 POL024000 POL023000","KC KCX","","","eng","82","The Industrial College of the Armed Forces was established to prepare selected officers of the Armed Forces, both Regular and Reserve, and civilian executives for important managerial positions in time of emergency. Instruction is provided in three forms: (1) resident, (2) correspondence, and (3) traveling lecture teams. The base for all three types of instruction is the same.
<p>
Experience attests to the great value of the correspondence course. The subject matter is presented in small volumes for convenience, each volume representing a major division of the subject. They are reorganized and revised from time to time to bring them up to date and to place emphasis as change may dictate upon those phases of the course deemed most important. Considerable background and illustrative materials are included as a basis for broad and comprehensive education in the field of world resources and their use in support of national objectives.
<p>
The texts consist of materials written by members of the faculty of the Industrial College, of selected lectures delivered at the College, and of selections from various publications. The texts in use were prepared mainly by the Correspondence Text Committee of the Education Division of the College. Current revisions of these texts are prepared by the Branches of the Education Division and coordinated by the Committee, which consists of Dr. Benjamin H. Williams, Chairman, Dr. Harold J. Clem, Dr. Louis C. Hunter, Dr. Andrew J. Kress, and Dr. Samuel H. McGuire. Suggestions and recommendations are based on the instructional policy of the Correspondence Study Branch as well as on student reactions to text materials.
<p>
The Industrial College owes a debt of gratitude to a number of lecturers, writers, and publishers who have permitted the use of their materials in this series of texts. Specific acknowledgments are made in each volume for these contributions.","19540101","Industrial College of the Armed Forces","Author","","","","","","","WORLD","","","","1.95","INR","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","Web PDF"
"9781434446121","9781434446053","A Strangled Cry of Fear","","Wildside Press LLC","Wildside Press","20130620","20130620","","","","","FIC028000","","","","eng","205","Jaguar is sent back to Planetoid One, her first Planetoid assignment, to investigate a prisoner convicted of killing Supervisor Diane Lasher, once her friend. As she walks the corridors of her own past, Jaguar is haunted by ghosts who might or might not be real, and plagued by attempts to kill her before she gets to the truth. Alex takes extreme measures to make sure he's there to protect her, before she becomes one more victim of the strangler whose life is in her hands.","20130101","Chepaitis, B.A.","Author","","","","","","","WORLD","","","","2.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479407873","","The 28th Golden Age of Science Fiction MEGAPACK ®: Edward Wellen (Vol. 2)","","Wildside Press LLC","Wildside Press","20151203","20151203","","","","Digital original","FIC028000","FLC","","","eng","248","Edward Paul Wellen (1919-2011) wrote primarily short stories throughout his long career, primarily in both the mystery field, but also (especially early in his career) in science fiction magazines. This is the second collection of his science fiction stories we have published, and it’s another good one. Included are:<P>
ORIGINS OF GALACTIC LAW<BR>
THE BIG CHEESE<BR>
ROOT OF EVIL<BR>
THE VOICES<BR>
THE WORLD IN THE JUKE BOX<BR>
THE SUPERSTITION SEEDERS<BR>
THE ENGRAMMAR AGE<BR>
UTTER SILENCE<BR>
ARMY WITHOUT BANNERS<BR>
SWEET DREAMS<BR>
DR. VICKERS' CAR<BR>
NOTE FOR A TIME CAPSULE<BR>
OLD HAT<BR>
IOU<BR>
DEADLY GAME<P>
If you enjoy this volume of classic mysteries, don't forget to search your favorite ebook store for ""Wildside Press Megapack"" to see the 270+ other entries in this series, including science fiction, fantasy, mysteries, adventure, horror, westerns -- and much, much more!","20150101","Wellen, Edward","Author","","","","","","","WORLD","","","","5.99","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479425921","","Gonji: Dark Ventures","","Wildside Press LLC","Wildside Press","20170330","20170330","","","","Digital original","FIC009030 FIC009000 FIC009040","FM","","","eng","","Two NEW tales of GONJI SABATAKE, the itinerant samurai-Viking warrior! A rallying cry for fans of the popular 1980s heroic-fantasy series. An ideal entry point for new readers!<P>
The novelette ""Reflections in Ice"" -- picking up a mature Gonji, already well into his ca. 1600 A.D. European adventures, ensnared in a desperate crossfire between monstrous oppressors: the undead assassins of the Dark Company; and mysterious horrors residing in remote caves of the snowbound Pyrenees…<P>
The novella ""Dark Venture"" -- the most intense, action-packed and classic-pulp-worthy Gonji tale in the canon. The first-ever story of ""young Gonji,"" in dishonored exile from his native land. Now facing deadly peril during a bizarre and ghastly sea voyage; caught in the clutches of a hell where corrupted spells of evil magic go to die…<P>
ALSO included is the essay ""The GONJI Odyssey""—the definitive chronicle of the series’ creation and publishing history…
PLUS, a generous preview of the coming NEW Gonji novel:  the audacious origin tale of Gonji’s world -- BORN OF FLAME AND STEEL!<P>
""People will not know what hit them when they read 'Dark Venture.' It’s one of the most exciting (and gruesomely bonkers) sword-&-sorcery stories I’ve had the pleasure of reading."" --Fletcher Vredenburgh, Black Gate Magazine<P>
""One of the most original characters in heroic fantasy returns in all-new adventures that are truly epic. The return of Gonji Sabatake is a cause for epic celebration."" --Joe Bonadonna, MAD SHADOWS","20170101","Rypel, T.C.","Author","","","","","","","WORLD","","","","29.99","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479402014","","The Jonas Lie MEGAPACK ®","14 Classic Novels and Stories","Wildside Press LLC","Wildside Press","20140227","20140227","","","","Digital original","FIC009000 FIC019000 FIC029000","","","","eng","530","Jonas Lie (pronouced ""Lee"" in English) is one of the greats of Norwegian literature, together with Henrik Ibsen, Bjornstjerne Bjornson and Alexander Kielland. Although considered a Realist, he also worked with Scandanavian folk-lore, penning a number of fine supernatural tales (some of which are included here). In all, this volume collects 14 of his finest works, including 11 short stories and 3 novels:
<P>
INTRODUCTION: MEET JONAS LIE, by Julius E. Olson<BR>
INTRODUCTION TO LIE'S ""WEIRD TALES FROM THE NORTHERN SEAS,"" by R. Nisbet Bain<BR>
THE FISHERMAN AND THE DRAUG<BR>
JACK OF SJOHOLM AND THE GAN-FINN<BR>
TUG OF WAR<BR>
""THE EARTH DRAWS""<BR>
THE CORMORANTS OF ANDVAER<BR>
ISAAC AND THE PARSON OF BRONO<BR>
THE WIND-GNOME<BR>
THE HULDREFISH<BR>
FINN BLOOD<BR>
THE HOMESTEAD WESTWARD IN THE BLUE MOUNTAINS<BR>
""IT'S ME""<BR>
THE PILOT AND HIS WIFE<BR>
THE VISIONARY<BR>
ONE OF LIFE'S SLAVES<P>
And don't forget to search this ebook store for ""Wildside Megapack"" to see more great collections, ranging from fantasy and science fiction to mysteries, westerns, adventure stories, and more! (View them by publication date to see the most recent additions.)","20140101","Lie, Jonas","Author","","","","","","","WORLD","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
